Date,Open,High,Low,Close,Volume,log_return,realised_vol_10d,vol_regime
2017-01-01,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312,147775008,,,low
2017-01-02,998.6170043945312,1031.3900146484375,996.7020263671876,1021.75,222184992,0.0231932356156819,,low
2017-01-03,1021.5999755859376,1044.0799560546875,1021.5999755859376,1043.8399658203125,185168000,0.021389344804024595,,low
2017-01-04,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998046875,344945984,0.10096034523200412,,low
2017-01-05,1156.72998046875,1191.0999755859375,910.4169921875,1013.3800048828124,510199008,-0.13057525035872575,,low
2017-01-06,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,351876000,-0.11620924119418037,,low
2017-01-07,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,279550016,0.007051147530085599,,low
2017-01-08,908.1749877929688,942.7239990234376,887.2490234375,911.198974609375,158715008,0.002872818355796807,,low
2017-01-09,913.2440185546876,913.6859741210938,879.8070068359375,902.8280029296876,141876992,-0.009229224484764056,,low
2017-01-10,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,115808000,0.005358747291348979,,low
2017-01-11,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,310928992,-0.154476649076822,1.5539828461345517,high
2017-01-12,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,222326000,0.03422186501689435,1.5691982672652853,high
2017-01-13,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,168968000,0.0235150973517181,1.5717349492892578,high
2017-01-14,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,93063296,-0.006785261137378217,1.3435248555963526,high
2017-01-15,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,71013600,0.00412872890504259,1.190305563452144,high
2017-01-16,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,82755200,0.011777592965049231,1.012854080119141,high
2017-01-17,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,155095008,0.08790389778017535,1.1679951590814648,high
2017-01-18,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,225676992,-0.023761878519635897,1.1763272494684842,high
2017-01-19,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,105625000,0.013950027432390346,1.1794685787082744,high
2017-01-20,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,86728400,-0.00451146111407703,1.1790157761231888,high
2017-01-21,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,111158000,0.029463579406780675,0.5841527417646438,low
2017-01-22,922.2050170898438,937.5250244140624,897.5640258789062,924.6729736328124,116573000,0.0031237843530166945,0.5771205516326461,low
2017-01-23,925.4990234375,928.2659912109376,916.7379760742188,921.0120239257812,73588600,-0.003967041519035553,0.5823733046071855,low
2017-01-24,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,111349000,-0.031237062820323513,0.6296964323056198,high
2017-01-25,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,120831000,0.00987059326696027,0.6289658486657705,high
2017-01-26,902.39501953125,919.3259887695312,902.2239990234376,917.5859985351562,131958000,0.017639684998950036,0.6309111065187742,high
2017-01-27,918.3590087890624,923.2230224609376,915.8460083007812,919.75,125594000,0.0023555870752018566,0.35149249222984474,low
2017-01-28,919.8109741210938,923.9110107421876,919.8109741210938,921.5900268554688,68979600,0.0019985743437936853,0.3088982692962066,low
2017-01-29,922.0670166015624,923.4180297851562,919.1480102539062,919.4959716796876,60851700,-0.002274805283906238,0.30291801470478896,low
2017-01-30,920.1510009765624,923.0479736328124,919.4739990234376,920.3820190429688,78227296,0.0009631589010205876,0.29975415072280165,low
2017-01-31,920.958984375,972.0189819335938,920.958984375,970.4030151367188,164582000,0.052922642786310134,0.4008576916124892,low
2017-02-01,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,150110000,0.019006132801864053,0.4090198612298795,low
2017-02-02,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,145820992,0.022768592259201456,0.41254693685156846,low
2017-02-03,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,201278000,0.01774054215906327,0.31033892922842493,low
2017-02-04,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,155064000,0.012533864584718972,0.3092127138839525,low
2017-02-05,1043.52001953125,1043.6300048828125,1022.3699951171876,1027.3399658203125,114208000,-0.015032413323470606,0.3555670597376402,low
2017-02-06,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,111762000,0.010467402259395613,0.35063632405008904,low
2017-02-07,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,146007008,0.022101353214739453,0.34815230822085613,low
